Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Quantity,Visibility_Revenue,Revenue_Item
NCO42,21.25,low fat,0.024536198999999998,Household,144.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3791.0652,26,93.0183,0.11897940991729113
FDR40,9.1,regular,0.008046878,Frozen Foods,78.7618,OUT049,1999,Medium,Tier 1,Supermarket Type1,402.809,5,3.2414,0.018467615281417462
FDG24,7.975,low fat,0.014653896000000001,Baking Goods,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,749.025,9,10.9761,0.03434060692825561
NCO17,10.0,low fat,0.073794811,Health and Hygiene,121.444,OUT017,2007,Small,Tier 2,Supermarket Type1,2516.724,21,185.7212,0.11665284114475323
FDF22,6.865,low fat,0.056830682,Snack Foods,214.0218,OUT046,1997,Small,Tier 1,Supermarket Type1,5556.7668,26,315.7948,0.26493365979232936
FDC59,16.7,regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688,16,55.8567,0.04517083751908586
NCY18,7.285,low fat,0.052141447,Household,174.9054,OUT010,1998,Small,Tier 3,Grocery Store,525.3162,3,27.3907,0.2888173861477471
DRE48,8.43,low fat,0.017360867,Soft Drinks,196.2768,OUT045,2002,Small,Tier 2,Supermarket Type1,1576.6144,8,27.3714,0.07746625163773405
FDV60,20.2,regular,0.196438668,Baking Goods,194.611,OUT010,1998,Small,Tier 3,Grocery Store,392.82199999999995,2,77.1654,0.2159724433804446
FDB56,8.75,regular,0.074743226,Fruits and Vegetables,187.6556,OUT049,1999,Medium,Tier 1,Supermarket Type1,5257.1568,28,392.9369,0.24102527316045
FDL20,17.1,low fat,0.127792701,Fruits and Vegetables,111.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4447.544,40,568.3637,0.13958244788329902
NCZ53,9.6,low fat,0.024358634,Health and Hygiene,190.4214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.642,30,137.6906,0.17740344049838452
DRM35,9.695,low fat,0.070431235,Hard Drinks,177.5344,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.3848,17,213.645,0.13398329149541352
FDV16,7.75,regular,0.08293069900000001,Frozen Foods,35.2558,OUT046,1997,Small,Tier 1,Supermarket Type1,780.9834,22,64.7675,0.03723546404701681
FDY19,19.75,low fat,0.041330512,Fruits and Vegetables,115.8466,OUT013,1987,High,Tier 3,Supermarket Type1,2474.7786,21,102.2839,0.11609165034411398
FDY12,9.8,regular,0.235354055,Baking Goods,50.8008,OUT010,1998,Small,Tier 3,Grocery Store,101.2016,2,23.8182,0.055640358294623014
FDM15,11.8,regular,0.057746382,Meat,152.4366,OUT017,2007,Small,Tier 2,Supermarket Type1,3929.5516,26,226.9174,0.182138906993739
FDP12,9.8,regular,0.045337184,Baking Goods,36.8874,OUT049,1999,Medium,Tier 1,Supermarket Type1,564.5984,15,25.5973,0.02588518637792067
FDT21,7.42,low fat,0.020374875,Snack Foods,248.0092,OUT013,1987,High,Tier 3,Supermarket Type1,1245.046,5,25.3677,0.058405000307638726
DRE49,20.75,low fat,0.035568147,Soft Drinks,151.8024,OUT010,1998,Small,Tier 3,Grocery Store,151.8024,1,5.3993,0.08346053744193453
FDN16,12.6,regular,0.062797771,Frozen Foods,103.999,OUT049,1999,Medium,Tier 1,Supermarket Type1,825.592,8,51.8453,0.037850980080921734
FDE04,19.75,regular,0.018096488,Frozen Foods,179.56599999999997,OUT018,2009,Medium,Tier 3,Supermarket Type2,2696.49,15,48.797,0.1567493361375338
FDC51,10.895,regular,0.009613854,Dairy,122.973,OUT013,1987,High,Tier 3,Supermarket Type1,1231.73,10,11.8417,0.05778034789793136
FDO04,16.6,low fat,0.026645307000000003,Frozen Foods,53.5614,OUT018,2009,Medium,Tier 3,Supermarket Type2,939.4438,18,25.0318,0.05461069463952104
FDD41,6.765,regular,0.08775368199999999,Frozen Foods,105.3306,OUT017,2007,Small,Tier 2,Supermarket Type1,2090.612,20,183.4589,0.09690209555410717
FDI45,13.1,low fat,0.037657459,Fruits and Vegetables,175.8054,OUT045,2002,Small,Tier 2,Supermarket Type1,2801.6864,16,105.5044,0.1376596228427301
NCB18,19.6,low fat,0.041091215,Household,89.5514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3364.9532,38,138.27,0.10560624125781337
FDW51,6.155,regular,0.095195306,Meat,213.956,OUT017,2007,Small,Tier 2,Supermarket Type1,2343.616,11,223.1012,0.10862910074855325
NCK07,10.65,low fat,0.048686689000000005,Others,164.1526,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.9786,11,88.0732,0.08624787367071157
FDZ45,14.1,low fat,0.11709121300000001,Snack Foods,197.9084,OUT019,1985,Small,Tier 1,Grocery Store,992.0419999999999,5,116.1594,0.574482194907543
FDB37,20.25,regular,0.022940826,Baking Goods,241.8538,OUT046,1997,Small,Tier 1,Supermarket Type1,5768.4912,24,132.334,0.275028184572339
FDZ60,20.5,low fat,0.119339241,Baking Goods,106.0596,OUT035,2004,Small,Tier 2,Supermarket Type1,970.7364,9,115.8469,0.04287700592631978
FDN04,11.8,regular,0.014075333999999998,Frozen Foods,176.8344,OUT013,1987,High,Tier 3,Supermarket Type1,3568.688,20,50.2305,0.16740684580157408
FDW47,15.0,low fat,0.046336634,Breads,120.0414,OUT013,1987,High,Tier 3,Supermarket Type1,3533.4006,29,163.7259,0.16575151691584958
FDB17,13.15,low fat,0.036641589,Frozen Foods,180.7976,OUT013,1987,High,Tier 3,Supermarket Type1,6157.3184,34,225.6139,0.28883927424868605
FDR56,15.5,regular,0.101176316,Fruits and Vegetables,198.9768,OUT018,2009,Medium,Tier 3,Supermarket Type2,4729.8432,24,478.5481,0.27494994664717043
FDU55,16.2,low fat,0.035737372999999996,Fruits and Vegetables,260.6278,OUT027,1985,Medium,Tier 3,Supermarket Type3,9371.8008,36,334.9235,0.2941261282043888
FDH40,11.6,regular,0.079376029,Frozen Foods,81.7276,OUT017,2007,Small,Tier 2,Supermarket Type1,1949.4624,24,154.7406,0.09035966107720565
FDH05,14.35,regular,0.091054989,Frozen Foods,231.8984,OUT049,1999,Medium,Tier 1,Supermarket Type1,4633.968,20,421.9459,0.21245388819614136
FDX58,13.15,low fat,0.043852434,Snack Foods,182.695,OUT045,2002,Small,Tier 2,Supermarket Type1,4211.185,23,184.6707,0.20691471351717394
FDC51,10.895,regular,0.009620041999999999,Dairy,121.67299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1970.7679999999998,16,18.9589,0.08704796813573837
NCR05,10.1,low fat,0.054939848,Health and Hygiene,199.5084,OUT017,2007,Small,Tier 2,Supermarket Type1,3372.9428,17,185.309,0.1563394955659576
DRH25,18.7,low fat,0.014675573999999999,Soft Drinks,50.8324,OUT017,2007,Small,Tier 2,Supermarket Type1,934.7832,18,13.7185,0.04332819813947976
NCR53,12.15,low fat,0.14526636,Health and Hygiene,224.0404,OUT049,1999,Medium,Tier 1,Supermarket Type1,3375.6059999999998,15,490.362,0.15476166855667192
FDS04,10.195,regular,0.14666293800000002,Frozen Foods,138.6838,OUT046,1997,Small,Tier 1,Supermarket Type1,2388.2246,17,350.264,0.11386496976696445
FDC03,8.575,regular,0.07178670599999999,Dairy,193.3794,OUT013,1987,High,Tier 3,Supermarket Type1,780.3176,4,56.0164,0.03660463120885165
FDP44,16.5,regular,0.133424184,Fruits and Vegetables,102.2332,OUT010,1998,Small,Tier 3,Grocery Store,102.5332,1,13.6804,0.05637246827218385
FDK16,9.065,low fat,0.11579959199999999,Frozen Foods,95.3094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1713.7692,18,198.4538,0.09962291141185481
NCC30,16.6,low fat,0.027579198,Household,178.7344,OUT046,1997,Small,Tier 1,Supermarket Type1,1605.9096,9,44.2897,0.07656601814271487
FDZ26,11.6,regular,0.241055611,Dairy,238.5222,OUT010,1998,Small,Tier 3,Grocery Store,717.0666,3,172.8529,0.39424122291650654
NCO54,19.5,low fat,0.014332438999999999,Household,57.1614,OUT018,2009,Medium,Tier 3,Supermarket Type2,1381.535,24,19.8008,0.08030984505811917
NCP41,16.6,low fat,0.027133398,Health and Hygiene,106.2596,OUT010,1998,Small,Tier 3,Grocery Store,215.7192,2,5.8532,0.11860181636485433
DRE27,11.85,low fat,0.132876847,Dairy,98.0726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1076.5986,11,143.055,0.049358899024879395
FDQ10,12.85,low fat,0.03315162,Snack Foods,170.6422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,17,97.1846,0.13751722799707664
NCU42,9.0,low fat,0.019536981000000002,Household,170.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.185,25,82.2738,0.1930705233966371
FDX43,5.655,low fat,0.085258864,Fruits and Vegetables,165.85,OUT035,2004,Small,Tier 2,Supermarket Type1,1830.95,11,156.1047,0.08087226769367585
NCD19,8.93,low fat,0.013179388,Household,55.1614,OUT046,1997,Small,Tier 1,Supermarket Type1,939.4438,17,12.3813,0.04479048573771588
NCI54,15.2,low fat,0.033592687,Household,108.1912,OUT035,2004,Small,Tier 2,Supermarket Type1,1856.2504,17,62.3564,0.08198977539271574
FDS37,7.655,low fat,0.05346916,Canned,114.1492,OUT010,1998,Small,Tier 3,Grocery Store,115.8492,1,6.1944,0.06369356804779214
FDO25,6.3,low fat,0.126831854,Canned,209.02700000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4613.994000000001,22,585.2014,0.14480634189090755
FDS57,15.5,low fat,0.103603094,Snack Foods,143.547,OUT049,1999,Medium,Tier 1,Supermarket Type1,1431.47,10,148.3047,0.0656287154628885
FDI52,18.7,low fat,0.10484088400000001,Frozen Foods,122.1072,OUT049,1999,Medium,Tier 1,Supermarket Type1,490.0288,4,51.3751,0.022466388177063222
DRK12,9.5,low fat,0.042056944000000006,Soft Drinks,31.89,OUT018,2009,Medium,Tier 3,Supermarket Type2,366.19,11,15.4008,0.02128694688287496
FDG40,13.65,low fat,0.040049609,Frozen Foods,34.4558,OUT017,2007,Small,Tier 2,Supermarket Type1,611.2044,18,24.4785,0.02832997570658292
FDU49,19.5,regular,0.03075661,Canned,86.25399999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,2163.85,25,66.5527,0.1063198132696941
FDR49,8.71,low fat,0.1392152485,Canned,46.5376,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512,12,80.0837,0.026984984099358213
FDF40,20.25,regular,0.03941584,Dairy,247.8092,OUT019,1985,Small,Tier 1,Grocery Store,498.0184,2,19.6298,0.28839777301398806
DRE03,19.6,low fat,0.024363938999999998,Dairy,46.3718,OUT017,2007,Small,Tier 2,Supermarket Type1,661.8052,14,16.1242,0.030675376745472143
FDR55,12.15,regular,0.131443921,Fruits and Vegetables,189.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,5294.4416,28,695.9222,0.16616162059401107
NCU05,11.8,low fat,0.05872513099999999,Health and Hygiene,82.3618,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427,15,70.965,0.053375696677826066
FDR36,6.715,regular,0.122274118,Baking Goods,40.3454,OUT017,2007,Small,Tier 2,Supermarket Type1,838.908,21,102.5767,0.0388842803815844
NCM30,19.1,low fat,0.067239404,Household,39.6796,OUT013,1987,High,Tier 3,Supermarket Type1,660.4736,17,44.4099,0.030982759521485357
FDH24,20.7,low fat,0.021464453999999997,Baking Goods,156.6288,OUT049,1999,Medium,Tier 1,Supermarket Type1,3928.22,25,84.3171,0.18009740522374051
DRO47,10.195,low fat,0.112681821,Hard Drinks,113.986,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.744,4,51.016,0.02631840705519086
FDQ49,20.2,regular,0.039469737000000005,Breakfast,155.16299999999998,OUT017,2007,Small,Tier 2,Supermarket Type1,782.315,5,30.8778,0.03626113448282672
DRJ37,10.8,low fat,0.061101382999999995,Soft Drinks,151.9024,OUT046,1997,Small,Tier 1,Supermarket Type1,2580.6408,17,157.6807,0.12303892467709904
NCJ42,19.75,low fat,0.014359584,Household,100.8332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1537.9979999999998,15,22.085,0.08940517690807483
FDD05,19.35,low fat,0.016637301,Frozen Foods,120.9098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1687.1372,14,28.0694,0.07735030929439975
FDC39,7.405,low fat,0.159843921,Dairy,206.6296,OUT018,2009,Medium,Tier 3,Supermarket Type2,3115.9440000000004,15,498.0647,0.18113256620337242
NCY06,15.25,low fat,0.061308889000000005,Household,128.8968,OUT045,2002,Small,Tier 2,Supermarket Type1,2348.9424,18,144.011,0.11541424652784024
NCS06,7.935,low fat,0.055566935,Household,263.591,OUT019,1985,Small,Tier 1,Grocery Store,262.991,1,14.6136,0.15229561542850975
FDE16,8.895,low fat,0.026397141000000002,Frozen Foods,207.8954,OUT045,2002,Small,Tier 2,Supermarket Type1,3542.7218,17,93.5177,0.174070069664013
NCQ50,18.75,low fat,0.034307348,Household,215.2218,OUT046,1997,Small,Tier 1,Supermarket Type1,4701.8796,22,161.309,0.22417463520889408
FDX50,20.1,low fat,0.07462720099999999,Dairy,110.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1768.3648,16,131.9681,0.08431150256511225
NCL41,12.35,low fat,0.041973712,Health and Hygiene,35.7216,OUT017,2007,Small,Tier 2,Supermarket Type1,519.3240000000001,15,21.798,0.024071221188599872
FDM58,16.85,regular,0.080015028,Snack Foods,111.8544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.816,15,134.2505,0.09753292026335438
FDH35,18.25,low fat,0.10084386,Starchy Foods,166.3526,OUT010,1998,Small,Tier 3,Grocery Store,164.4526,1,16.584,0.09041558222876239
FDS50,17.0,low fat,0.055519560999999995,Dairy,219.8114,OUT049,1999,Medium,Tier 1,Supermarket Type1,1108.557,5,61.5466,0.0508240982538183
FDT09,15.15,regular,0.012203915,Snack Foods,133.2284,OUT027,1985,Medium,Tier 3,Supermarket Type3,4350.3372,33,53.0911,0.13653169378285565
FDR60,14.3,low fat,0.130946374,Baking Goods,76.7328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1312.9576,17,171.927,0.0763233804600535
FDG22,17.6,regular,0.041381156,Snack Foods,35.019,OUT046,1997,Small,Tier 1,Supermarket Type1,659.1419999999999,19,27.2761,0.031426350730218794
FDL52,6.635,regular,0.04586701,Frozen Foods,37.9506,OUT027,1985,Medium,Tier 3,Supermarket Type3,910.8144,24,41.7763,0.028585148009633694
DRJ39,20.25,low fat,0.036474041,Dairy,218.3482,OUT018,2009,Medium,Tier 3,Supermarket Type2,2409.5302,11,87.8853,0.14006811048931725
FDW45,18.0,low fat,0.039231652,Snack Foods,145.1418,OUT017,2007,Small,Tier 2,Supermarket Type1,2648.5524,18,103.9071,0.12276322806185933
NCQ38,16.35,low fat,0.013393536999999999,Others,106.02799999999999,OUT045,2002,Small,Tier 2,Supermarket Type1,1065.28,10,14.2679,0.05234206191738786
FDB26,14.0,regular,0.031444357,Canned,53.763999999999996,OUT017,2007,Small,Tier 2,Supermarket Type1,798.96,15,25.1228,0.037032647982461336
DRG48,5.78,low fat,0.014555066,Soft Drinks,145.2102,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.0142,21,44.5678,0.14598968384674366
FDH10,21.0,low fat,0.082526478,Snack Foods,191.8478,OUT010,1998,Small,Tier 3,Grocery Store,774.9912,4,63.9573,0.42608800694040266
FDP28,13.65,regular,0.080765853,Frozen Foods,262.8936,OUT049,1999,Medium,Tier 1,Supermarket Type1,4958.8784,19,400.508,0.22735008035702023
FDJ44,12.3,regular,0.17797002,Fruits and Vegetables,173.1396,OUT010,1998,Small,Tier 3,Grocery Store,697.7584,4,124.1801,0.38362562824187457
FDI07,12.35,regular,0.03382933,Meat,196.9426,OUT045,2002,Small,Tier 2,Supermarket Type1,2768.3964,14,93.653,0.13602393340781171
DRJ24,11.8,low fat,0.11397026,Soft Drinks,185.1924,OUT017,2007,Small,Tier 2,Supermarket Type1,2591.2936,14,295.3304,0.12010922162311627
DRL47,19.7,low fat,0.038729457,Hard Drinks,127.3362,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172,6,29.2414,0.03334878238713761
FDP38,10.1,low fat,0.032075379,Canned,50.9008,OUT013,1987,High,Tier 3,Supermarket Type1,354.2056,7,11.3613,0.016615754098215935
FDK02,12.5,low fat,0.196490902,Canned,120.544,OUT019,1985,Small,Tier 1,Grocery Store,479.376,4,94.193,0.27760213445196713
FDO23,17.85,low fat,0.146305498,Breads,94.1436,OUT013,1987,High,Tier 3,Supermarket Type1,1607.2412,17,235.1482,0.07539554585167908
NCE54,20.7,low fat,0.026877471,Household,74.6354,OUT013,1987,High,Tier 3,Supermarket Type1,1053.2956,14,28.3099,0.04941000560785265
FDS52,8.89,low fat,0.005474515,Frozen Foods,99.7016,OUT046,1997,Small,Tier 1,Supermarket Type1,1922.8304,19,10.5266,0.091676061524113
FDW01,14.5,low fat,0.064048405,Canned,153.4682,OUT035,2004,Small,Tier 2,Supermarket Type1,1677.1502,11,107.4188,0.07407899720740709
NCF07,9.0,low fat,0.032203667000000005,Household,100.8016,OUT017,2007,Small,Tier 2,Supermarket Type1,1113.2176,11,35.8497,0.0515988228555628
DRE15,13.35,low fat,0.017857847,Dairy,77.5012,OUT018,2009,Medium,Tier 3,Supermarket Type2,1518.024,20,27.1086,0.08824407071446347
FDR58,6.675,low fat,0.041921462,Snack Foods,92.3462,OUT046,1997,Small,Tier 1,Supermarket Type1,2406.2012,26,100.8715,0.11472205205960678
FDL24,10.3,regular,0.024875871,Baking Goods,173.0422,OUT013,1987,High,Tier 3,Supermarket Type1,2069.3064,12,51.4758,0.09707098446852468
FDQ25,8.63,regular,0.028139761,Canned,173.7422,OUT027,1985,Medium,Tier 3,Supermarket Type3,3621.2862,21,101.9021,0.11365103802953046
FDX56,17.1,regular,0.073997843,Fruits and Vegetables,207.0638,OUT013,1987,High,Tier 3,Supermarket Type1,4969.5312,24,367.7346,0.23312027930278903
FDD20,14.15,low fat,0.020798905,Fruits and Vegetables,123.6046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1245.046,10,25.8956,0.07237561940177488
DRF60,10.8,low fat,0.052363244,Soft Drinks,236.5564,OUT017,2007,Small,Tier 2,Supermarket Type1,5243.8408,22,274.5845,0.2430576129248879
FDW13,8.5,low fat,0.098283459,Canned,51.3324,OUT018,2009,Medium,Tier 3,Supermarket Type2,934.7832,18,91.8737,0.054339769861011716
FDF09,6.215,low fat,0.012138795,Fruits and Vegetables,39.2848,OUT013,1987,High,Tier 3,Supermarket Type1,521.9872,13,6.3363,0.02448637446052875
FDY45,17.5,low fat,0.026222624333333333,Snack Foods,253.0356,OUT035,2004,Small,Tier 2,Supermarket Type1,4578.0408,18,120.0482,0.20221007733153276
FDR26,20.7,low fat,0.042923652,Dairy,178.3028,OUT045,2002,Small,Tier 2,Supermarket Type1,1062.6168,6,45.6114,0.0522112067625944
FDZ01,8.975,regular,0.009058845,Canned,103.399,OUT046,1997,Small,Tier 1,Supermarket Type1,2579.975,25,23.3716,0.12300718088848266
FDH53,20.5,regular,0.032136417,Frozen Foods,83.9592,OUT010,1998,Small,Tier 3,Grocery Store,165.1184,2,5.3063,0.09078163721754282
FDG52,13.65,low fat,0.065898197,Frozen Foods,46.1402,OUT018,2009,Medium,Tier 3,Supermarket Type2,459.402,10,30.2738,0.026705442453061314
FDW50,13.1,low fat,0.075731322,Dairy,167.5158,OUT045,2002,Small,Tier 2,Supermarket Type1,1504.0422,9,113.9031,0.073900448669612
FDX49,4.615,regular,0.101812521,Canned,232.23,OUT035,2004,Small,Tier 2,Supermarket Type1,5126.66,22,521.9582,0.2264423495422924
FDJ44,12.3,regular,0.106327251,Fruits and Vegetables,172.8396,OUT046,1997,Small,Tier 1,Supermarket Type1,2616.594,15,278.2152,0.1247530892623837
NCI31,20.0,low fat,0.080933328,Others,37.519,OUT027,1985,Medium,Tier 3,Supermarket Type3,842.237,22,68.165,0.026432903678498994
FDZ52,19.2,low fat,0.100055601,Frozen Foods,112.4886,OUT035,2004,Small,Tier 2,Supermarket Type1,1223.0746,11,122.3755,0.05402267481937547
FDE17,20.1,regular,0.054540159000000005,Frozen Foods,152.1366,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.683,5,41.2151,0.03464585676761788
FDG34,11.5,regular,0.037723476,Snack Foods,109.5254,OUT018,2009,Medium,Tier 3,Supermarket Type2,1953.4572,18,73.6912,0.11355618573519116
FDE26,9.3,low fat,0.14897741,Canned,143.0786,OUT010,1998,Small,Tier 3,Grocery Store,288.9572,2,43.0481,0.15886786513069995
FDD56,15.2,regular,0.104201019,Fruits and Vegetables,176.5054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2976.7918,17,310.1847,0.1730435263878799
FDR52,12.65,regular,0.076198809,Frozen Foods,191.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,2675.1844,14,203.8459,0.13144400299004028
FDQ13,11.1,low fat,0.010639596000000001,Canned,84.1908,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172,9,8.0331,0.03334878238713761
NCJ42,19.75,low fat,0.025039776,Household,102.7332,OUT019,1985,Small,Tier 1,Grocery Store,410.1328,4,10.2696,0.23750404836446076
FDH10,21.0,low fat,0.08632670699999999,Snack Foods,192.6478,OUT019,1985,Small,Tier 1,Grocery Store,387.4956,2,33.4512,0.2243950586820068
NCG42,19.2,low fat,0.041220035,Household,131.231,OUT035,2004,Small,Tier 2,Supermarket Type1,3635.268,28,149.8459,0.16056821149362552
FDT31,19.75,low fat,0.01247354,Fruits and Vegetables,187.5872,OUT045,2002,Small,Tier 2,Supermarket Type1,1323.6104,7,16.5101,0.06503501193235443
DRD25,6.135,low fat,0.07913221200000001,Soft Drinks,112.686,OUT045,2002,Small,Tier 2,Supermarket Type1,2942.836,26,232.8731,0.14459494604678397
FDR35,12.5,low fat,0.020693809,Breads,199.1742,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.6324,22,90.6313,0.19344646432327267
FDL33,7.235,low fat,0.10016525,Snack Foods,193.9452,OUT045,2002,Small,Tier 2,Supermarket Type1,2936.178,15,294.103,0.1442678081598003
FDT45,15.85,low fat,0.057302606,Snack Foods,53.3956,OUT035,2004,Small,Tier 2,Supermarket Type1,600.5516,11,34.4132,0.026526103803525682
FDT16,9.895,regular,0.048761045999999995,Frozen Foods,260.5278,OUT045,2002,Small,Tier 2,Supermarket Type1,8851.1452,34,431.5911,0.4348971069560965
DRE49,20.75,low fat,0.0212857316,Soft Drinks,153.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384,16,51.6996,0.10728073910782891
DRF60,10.8,low fat,0.052149675,Soft Drinks,239.9564,OUT049,1999,Medium,Tier 1,Supermarket Type1,3813.7024,16,198.8833,0.17484710798670944
NCB54,8.76,low fat,0.05013052900000001,Health and Hygiene,128.3336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2556.672,20,128.1673,0.11721593831511248
